Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Development Indicators,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2025/1/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/1/28,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Country Code,,所有的国家名称,
Curacao,CUW,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUW,0,RUS,28.42782071
Cayman Islands,CYM,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYM,0,SGP,75.07557333
Cyprus,CYP,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.513585379,9.891565654,9.721341027,10.60251528,11.12260465,10.42689791,9.990731045,10.13979568,10.38314408,10.28487736,11.37354366,11.30264792,10.74940708,10.12271912,10.13603037,4.206166708,4.828755249,5.294124851,11.87973835,12.31290995,13.94856728,14.67890503,15.5136778,18.88861647,19.90199369,21.51115871,18.77892814,19.89609168,20.09725306,20.51680236,23.46524788,21.28751677,27.68453343,,CYP,14.16287539,SVK,41.36918295
Czechia,CZE,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0828827,30.0828827,30.0828827,30.0828827,30.0828827,30.0828827,35.05894805,36.95697005,35.59156237,37.04824908,39.12059605,39.89438844,39.5517275,40.27957289,40.59620251,41.04963204,44.35837439,44.61216404,40.87760412,41.29886984,44.98762078,45.71501118,46.71669539,47.34208438,48.27361548,51.83369715,51.22433566,52.23575963,51.52993275,51.77233331,50.63338201,49.24610116,49.91380719,,CZE,43.37534493,SWE,49.17000118
Germany,DEU,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.95966415,47.95966415,47.94312287,46.67704998,47.90642272,48.8492129,49.84037912,50.8019321,55.57632079,51.76124582,53.94506475,54.32898584,55.07471001,56.1076732,55.86153502,56.49809764,57.0026499,57.98189541,59.4415886,56.06537821,59.07542416,59.18177436,59.18132799,59.29198444,60.59113952,60.695539,60.90707687,60.86769324,59.86288238,60.38334036,60.04170273,57.32800123,57.92146817,,DEU,56.63353264,THA,40.42699088
Djibouti,DJI,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DJI,0,TUR,29.76398438
Dominica,DMA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMA,0,UGA,11.22609883
Denmark,DNK,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.11789678,37.31433306,35.20229469,34.24521639,35.3493115,34.45442509,34.9542788,36.65837892,36.55731027,36.98022664,38.27006416,39.6552211,38.77302815,39.42804586,39.45593359,40.73282153,42.71510927,42.8756639,42.82705795,47.64900195,48.8241079,50.91903263,51.98178415,52.73354447,53.31227941,52.64528787,53.82890897,54.38644262,57.14080373,55.22567228,55.69218065,53.66964073,55.08293603,,DNK,45.61305173,UKR,29.00596035
Dominican Republic,DOM,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOM,0,USA,47.61284828
Algeria,DZA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22642798,12.5028255,9.65733728,10.28409933,10.6921992,10.46012128,11.27832542,11.27832542,11.27832542,11.27832542,11.27832542,11.27832542,14.27912541,14.27912541,14.27912541,14.27912541,14.27912541,14.27912541,15.0725822,10.84890947,9.661527889,1.270871449,1.387660312,1.564303872,1.659026223,2.693262231,2.693262231,2.693262231,2.693262231,2.693262231,2.693262231,2.693262231,2.693262231,,DZA,8.189931198,ZMB,12.61837601
East Asia & Pacific (excluding high income),EAP,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAP,0,AFG,10.00292976
Early-demographic dividend,EAR,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAR,0,ARM,8.322799595
East Asia & Pacific,EAS,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAS,0,ECU,11.49167194
Europe & Central Asia (excluding high income),ECA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECA,0,FIN,41.52898578
Europe & Central Asia,ECS,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECS,0,HUN,49.62451372
Ecuador,ECU,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.76322689,13.63600067,10.24654885,13.33544313,34.60166504,8.10934466,10.70245968,8.584335822,5.776410199,6.492635458,11.81940709,8.171353345,11.6364196,7.364130435,6.201502358,8.449976535,8.966071374,6.314698571,8.04294654,8.095222067,10.32849349,13.74359216,8.321956307,10.12174281,10.27867169,11.9175709,13.90345504,14.9755926,16.45198793,16.50437118,19.72607135,13.77106605,13.88533605,,ECU,11.49167194,VEN,32.67662165
"Egypt, Arab Rep.",EGY,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.37924365,22.29430564,16.84273166,18.74951444,27.45776048,25.12647128,28.39352069,30.34834293,35.66504747,36.22612941,36.19139419,32.1834255,32.48629038,32.1834255,26.79627375,28.5145212,25.66754345,25.70696969,25.70696969,24.25810713,23.41991976,21.05773086,20.53416172,17.79192315,13.84505694,18.21151366,19.84258703,21.60866768,31.70296299,29.09733741,18.71963533,18.79071202,18.79071202,,EGY,25.73534873,VNM,27.13378542
Euro area,EMU,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMU,0,ZWE,13.26582949
Eritrea,ERI,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91830391,19.91830391,19.91830391,19.72142059,21.20408828,19.72148779,13.59594414,5.065884814,7.665984759,11.88840577,8.693675425,9.48639242,11.31712446,10.86387091,9.636325232,9.848141543,14.32428607,6.637495257,11.95617344,7.046480511,6.05812669,7.16088046,8.94986669,7.469349252,7.582704992,5.310413534,4.30488387,4.627995699,9.702847137,9.70284706,9.70284706,10.19680144,10.19680144,,ERI,9.652349177,CYP,14.16287539
Spain,ESP,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.87361103,36.1971204,36.13061373,32.75191341,33.7336628,33.45735032,34.35230742,34.27375367,33.95298059,33.41170503,32.75090498,32.30435002,31.12648818,31.37405124,30.95528104,29.65015195,30.31228923,30.84249419,31.95058433,33.58396577,34.73350934,34.88068765,35.95036122,37.38807598,38.67754196,38.52072051,38.77264984,38.69637157,37.80001919,37.78828845,39.28375012,36.45612531,37.80785942,,ESP,34.64787177,GHA,5.029086474
Estonia,EST,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8591665,16.8591665,16.8591665,17.82930006,16.92511381,17.25946797,19.62545727,19.98157812,19.9815785,19.98157821,16.73745839,12.5745796,11.50384917,16.43830147,17.01071984,18.88963385,19.36483604,19.17272434,28.79753976,25.64990914,26.74737847,27.75924468,26.94378609,28.13961483,28.39210755,25.71651322,26.63569358,27.43356968,25.78358322,29.42928909,28.68968711,25.96682017,26.89884047,,EST,22.56656737,KAZ,10.97333034
Ethiopia,ETH,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.504284879,3.17931797,3.64900443,6.258357814,6.383646781,6.119408598,5.793567167,6.197744314,8.282710024,8.073085931,11.73575653,8.890725761,7.296367241,6.59954771,7.963419526,6.259276001,6.863417394,9.637343152,7.726733021,9.409363298,10.92179277,10.40787639,11.42379931,16.7045682,16.07359294,16.07359294,16.07359294,16.07359294,16.07359294,16.07359294,16.07359294,16.07359294,16.07359294,,ETH,10.94318916,LBN,14.18664877
European Union,EUU,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUU,0,MLT,31.54068608
Fragile and conflict affected situations,FCS,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCS,0,OMN,21.73881773
Finland,FIN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.41152518,28.53112217,30.0965131,30.39404068,31.23198342,33.20884152,36.49914427,37.25100108,39.33737121,41.4332375,42.42975115,44.91406843,43.06322648,44.87383451,42.6380131,44.00720768,42.94481132,48.02036595,47.89102092,44.29221309,44.58726788,36.98052915,33.8481854,36.49916701,42.65661897,42.16341911,44.10658365,44.52529476,43.79794047,39.9489992,42.27138629,43.20835364,45.71075037,,FIN,41.52898578,ROU,31.24572232
Fiji,FJI,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.014750132,8.657143365,7.608589036,8.241098767,5.67564345,6.13292933,6.132929583,6.13292931,8.190507051,8.20017246,8.541781794,5.82530017,7.233394967,7.068500103,7.06633493,7.975074217,7.449337311,7.040881142,6.75616049,7.65963491,7.871138159,7.685595286,7.792131719,7.18514458,7.12994704,7.059791425,7.107270158,7.708007014,7.75704832,8.042860136,8.042860138,8.04286024,8.531594026,,FJI,7.346129637,SAU,31.85557792
France,FRA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.71233101,52.61509306,52.97744214,52.71058579,53.39353364,53.5840018,43.73088644,44.734328,45.21250089,44.99295365,45.36106948,45.34092977,44.76575123,45.1586742,43.88022475,44.48161875,44.59407726,45.66874589,45.87848783,44.65902275,45.44716586,45.40660291,46.14035192,46.57768947,47.03514911,47.97553976,49.89486814,48.37670918,50.20277328,50.93852685,50.41169726,48.91001282,50.39020424,,FRA,47.00496887,SHN,#N/A
Faroe Islands,FRO,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRO,0,TKM,0
"Micronesia, Fed. Sts.",FSM,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FSM,0,ALB,8.463764615
Gabon,GAB,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.026549104,8.026549104,8.727234446,6.870265453,7.294515512,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,5.385013366,,GAB,5.450858267,ARG,26.74597822
United Kingdom,GBR,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.75730195,44.44315646,44.35338125,41.27656619,41.31629383,41.67319084,41.93942089,41.76337101,41.86980999,42.28620702,41.90527686,40.63954192,41.3333076,40.55346287,40.52356307,41.00117287,42.33319645,41.20298525,43.06866544,42.69151155,45.1873714,44.99729878,43.46913853,44.96611841,43.84568554,41.89021951,43.21826466,44.58024917,43.49796397,43.06098262,42.77946514,40.57328755,40.75348348,,GBR,42.37656918,DZA,8.189931198
Georgia,GEO,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32822345,13.32822345,13.32822345,13.32822345,13.32822345,13.32822345,13.32822345,13.32822345,13.32822345,11.58652807,19.32382755,16.1678833,14.14779681,14.41835334,15.52293717,18.58321306,20.22785051,14.75777389,14.93703329,21.39322745,16.98850287,21.60172512,17.84842524,18.61477332,14.70169458,14.72720229,12.13575766,13.42450165,12.78050881,12.43213992,14.24676289,13.06319321,13.06447567,,GEO,15.28748982,EGY,25.73534873
Ghana,GHA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92231238,12.92231238,12.92231238,12.92231238,1.768458731,1.76845852,1.768458122,1.768458369,1.768458178,1.76845807,1.768458218,1.768458075,1.768458166,0.802477569,0.667321427,0.667035216,0.666758815,0.666644673,0.666480475,4.345061984,4.345061979,4.345061975,4.345061974,10.84104172,10.84104172,10.84104172,10.84104172,10.84104172,10.84104172,10.84104172,10.84104172,10.84104172,10.84104172,,GHA,5.029086474,HRV,20.34528147
Gibraltar,GIB,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIB,0,CMR,7.355420069
Guinea,GIN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIN,0,COG,6.148522551
"Gambia, The",GMB,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.629327533,9.629327533,9.629327533,9.629327533,9.629327533,9.629327533,0.787339615,0.787338625,0.787338592,0.787338966,0.787338917,0.787339114,0.787339134,0.787338887,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,3.898408805,,GMB,3.435418421,LVA,16.88145189
Guinea-Bissau,GNB,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GNB,0,PAK,24.43377899
Equatorial Guinea,GNQ,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GNQ,0,QAT,37.76353828
Greece,GRC,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.79535323,22.68076222,21.22506363,21.66562255,22.17193027,20.94617422,21.78390712,21.04253036,21.254053,24.12418627,24.12418625,20.44894548,20.44894547,17.44909183,17.75220119,15.90469485,16.64170654,17.16231908,19.28748786,18.14368262,14.71473896,18.30715215,18.75521124,22.18053505,20.72606805,19.04596673,18.31387306,18.26221918,18.06681913,19.97690628,24.3305294,21.68041451,25.37551332,,GRC,19.94558584,TZA,9.901561924
Grenada,GRD,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRD,0,ATG,0
Greenland,GRL,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRL,0,BRN,3.319932448
Guatemala,GTM,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.89560782,21.89560709,21.98075883,21.80497481,22.26133537,22.92650395,22.92650394,22.43331494,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,22.40264457,,GTM,22.43495767,KEN,13.00568184
Guam,GUM,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUM,0,MLI,0
Guyana,GUY,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUY,0,NAM,6.651874065
High income,HIC,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIC,0,NZL,18.5901749
"Hong Kong SAR, China",HKG,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55542298,27.68563436,28.17354097,28.60537476,31.2812273,33.38595753,32.30213418,32.64364672,34.17691146,35.11639576,39.49650911,36.60623312,29.99775424,26.31297465,27.12985762,29.5655831,33.07866924,29.84322825,32.68206039,32.57804476,38.07385372,36.10794483,34.12696152,33.92988201,36.05513391,36.6098931,37.37518685,38.46775824,38.07030876,37.32408438,36.77940046,36.02956332,39.75033967,,HKG,34.30681028,PAN,7.570808986
Honduras,HND,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.780224731,8.263110198,7.068816264,6.649884543,6.750600984,7.190726234,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,7.163458027,,HND,7.15016186,SVN,39.90464998
Heavily indebted poor countries (HIPC),HPC,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPC,0,ZAF,24.89862093
Croatia,HRV,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.88499115,34.8327122,31.77406358,31.77406498,31.77406496,31.77406498,31.77406495,10.89661541,10.89661542,10.89661542,10.89661543,10.89661541,10.89661542,7.243513142,7.243513135,7.243513144,7.243513153,7.24351315,23.12886476,26.20190757,28.9621551,27.60587019,26.03119466,25.97668687,26.86538558,27.56354802,25.73783396,24.60796403,24.52856132,26.7704264,28.5265429,24.97931767,25.6074504,,HRV,20.34528147,ANT,#N/A
Haiti,HTI,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63885652,11.51366288,11.27682794,10.51800691,9.807302992,5.008265705,4.481739461,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,5.259656507,,HTI,5.380978529,BWA,23.61435815
Hungary,HUN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.16197076,36.45271261,27.119368,26.94376672,29.88387424,29.81479935,31.94862833,36.03311639,45.65297688,47.6420154,48.11908405,45.94941288,45.53594731,50.24094207,51.96179085,53.10999569,53.40867845,52.44300601,51.94282646,52.63761048,54.62661796,56.39020023,55.64711854,56.52461557,58.50258904,59.44577258,56.29673492,56.97427201,51.53943128,51.6952577,53.20891625,50.42957417,51.50509279,,HUN,49.62451372,CIV,14.95302732
IBRD only,IBD,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IBD,0,CXR,#N/A
IDA & IBRD total,IBT,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IBT,0,ISR,48.84836869
IDA total,IDA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDA,0,SCG,#N/A
IDA blend,IDB,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDB,0,TUV,0
Indonesia,IDN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.80826344,22.96775849,23.2023398,22.74990275,25.92929096,27.56391666,29.4693589,29.46935933,28.93494178,28.2535115,34.531349,27.14119733,27.28569633,30.44480904,30.22767102,32.97771488,31.09986556,32.71724896,38.41196233,37.81427688,39.68003816,38.79861999,37.40822908,35.81503078,34.89031916,35.34489287,30.97408527,37.39747605,34.99880308,32.58680263,30.98648066,29.82406188,29.82404251,,IDN,32.44141561,AGO,3.287253091
IDA only,IDX,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDX,0,AZE,10.59045532
Isle of Man,IMN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMN,0,BHS,26.38782118
India,IND,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00509909,42.6317095,44.5599358,40.52114621,41.80151293,46.21709198,44.45956303,42.75187786,43.96529418,43.42339535,41.02901686,41.77431204,39.29377271,39.12472997,37.22088166,39.24439168,36.13976191,34.13482149,37.05311082,39.37576154,38.1279928,40.51159339,39.58004954,37.60944569,38.66609009,42.86361379,41.39228294,41.19775357,44.44843809,45.23575577,44.36698298,41.43495042,41.55522863,,IND,40.82756806,LKA,10.11227994
Not classified,INX,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INX,0,SWZ,1.631195722
Ireland,IRL,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.76193956,43.36265533,44.49211475,45.23117308,46.15442165,54.01012413,53.5527022,57.85870997,61.02659354,63.15663009,64.65346131,64.62002182,65.39590018,62.0875132,57.90196807,59.57480228,58.30995381,60.87883297,58.2457786,63.02034118,61.69400473,60.12982778,61.06097813,55.92865375,55.21174466,54.34721347,54.31229112,54.50509868,54.51147321,54.79146109,54.3709281,54.26001762,54.26001762,,IRL,57.92522293,NER,21.54711474
"Iran, Islamic Rep.",IRN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.85283474,32.60576058,27.30788633,29.79447572,30.92283472,35.14581509,34.80841073,37.1219646,33.47052715,33.51601306,41.24665763,44.18031066,41.47140403,40.14704796,39.25437764,39.62932149,41.82358423,40.93822971,40.49374865,46.62481777,45.03086162,43.65682338,40.17519333,39.42220283,44.86464807,45.77259541,44.48428963,41.7632817,35.55450042,38.13635809,35.98643329,38.43109699,36.37968201,,IRN,39.6707942,BLR,39.73597826
